,date,regions,address,location
920,2022-03-18,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
921,2022-03-18,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
922,2022-03-18,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
923,2022-03-18,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
924,2022-03-18,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
925,2022-03-18,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
926,2022-03-18,秦淮区,秦淮区洪武路街道砂珠巷小区,"118.784016,32.024952"
927,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
928,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
929,2022-03-17,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
930,2022-03-17,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
931,2022-03-17,秦淮区,秦淮区朝天宫街道建邺路74号,"118.781781,32.030848"
932,2022-03-17,秦淮区,秦淮区朝天宫街道评事街小区千章巷,"118.779033,32.028675"
933,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
934,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
935,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
936,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
937,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
938,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
939,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
940,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
941,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
942,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
943,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
944,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
945,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
946,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
947,2022-03-17,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
948,2022-03-17,栖霞区,栖霞区马群街道南湾营文康苑小区,"118.896076,32.037375"
949,2022-03-17,栖霞区,栖霞区马群街道南湾营文康苑小区,"118.896076,32.037375"
950,2022-03-17,栖霞区,栖霞区马群街道南湾营文康苑小区,"118.896076,32.037375"
951,2022-03-17,栖霞区,栖霞区马群街道南湾营文康苑小区,"118.896076,32.037375"
952,2022-03-17,栖霞区,栖霞区马群街道南湾营文康苑小区,"118.896076,32.037375"
953,2023-03-16,江宁区,江宁区秣陵街道殷巷新寓,"118.837215,31.913957"
954,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
955,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
956,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
957,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
958,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
959,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
960,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
961,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
962,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
963,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
964,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
965,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
966,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
967,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
968,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
969,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
970,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
971,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
972,2023-03-16,秦淮区,秦淮区洪武路街道砂珠巷小区,"118.784016,32.024952"
973,2023-03-16,江宁区,江宁区东山街道湖西雅居东苑,"118.830738,31.953223"
974,2023-03-16,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
975,2023-03-16,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
976,2023-03-16,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
977,2023-03-16,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
978,2023-03-16,江宁区,江宁区东山街道青山湾花园,"118.863092,31.966876"
